codIBGE,municipio,ano,UF,expecvida,AmpT,Tmax,Tmin,homicidios,mortinf,acidtrans,renda_pc,indgini,razao_renda,IDHM,lnexpecvida,lnAmpT,lnTmax,lnTmin,lnrenda_pc,d1990,d2000,d2010,regiao
2101608,Barra do Corda,1990,MA,58.17,18.5,35.6,17.1,4.4,79.68,2.2,95.94,0.66,37.12,0.38,4.06336975792267,2.91777073208428,3.57234563785798,2.83907846350861,4.56372299607392,1,0,0,Nordeste
2101608,Barra do Corda,2000,MA,63.89,15.4,34.4,19,3.76,46.22,12.38,196.81,0.64,30.67,423,4.15716285461425,2.73436750941958,3.53805656437935,2.94443897916644,5.28223879633535,0,1,0,Nordeste
2101608,Barra do Corda,2010,MA,70.75,17,37.1,20.1,10.65,27,32.03,305.61,0.62,29.01,606,4.25915253652335,2.83321334405622,3.61361696961339,3.00071981506503,5.72230977927008,0,0,1,Nordeste
2102804,Carolina,1990,MA,62.04,15.9,34.7,18.8,4.05,60.12,12.16,143.41,0.56,17.39,471,4.12777933830834,2.76631910922619,3.54673968695281,2.9338568698359,4.96570766074112,1,0,0,Nordeste
2102804,Carolina,2000,MA,64.07,14.6,35,20.4,0,38.58,12.18,232.35,0.64,32.98,476,4.15997623565093,2.68102152871429,3.55534806148941,3.01553490085017,5.44824485553099,0,1,0,Nordeste
2102804,Carolina,2010,MA,73.09,17.8,38.5,20.7,8.18,20.4,53.47,334.51,0.55,18.27,634,4.2916915584923,2.87919845729804,3.65065824129374,3.03013370027132,5.81266677448764,0,0,1,Nordeste
2103000,Caxias,1990,MA,58.64,NA,NA,18.4,3.43,77.14,10.29,141.02,0.53,15.16,414,4.0714170575784,NA,NA,2.91235066461494,4.9489017242909,1,0,0,Nordeste
2103000,Caxias,2000,MA,59.87,16.6,37.9,21.3,4.16,48.15,17.29,206.26,0.61,25.48,469,4.09217554493726,2.8094026953625,3.63495111208838,3.05870707271538,5.32913750888792,0,1,0,Nordeste
2103000,Caxias,2010,MA,70.16,17.7,38.9,21.2,24.63,28.9,25.17,324.9,0.55,17.54,624,4.25077834806393,2.87356463957978,3.6609942506244,3.05400118167797,5.78351744267505,0,0,1,Nordeste
2103208,Chapadinha,1990,MA,58.13,13.9,35.4,21.5,0,79.89,5.28,127.05,0.55,15.61,415,4.06268188171326,2.63188884013665,3.56671182013973,3.06805293513362,4.84458070976617,1,0,0,Nordeste
2103208,Chapadinha,2000,MA,59.38,13.4,35.8,22.4,0,48,12.45,145.19,0.6,24.13,0.42,4.08395746933561,2.59525470695687,3.57794789340665,3.10906095886099,4.9780432294956,0,1,0,Nordeste
2103208,Chapadinha,2010,MA,71.21,14.6,37.1,22.5,9.35,25.6,26.71,251.75,0.59,24.09,604,4.26563325799403,2.68102152871429,3.61361696961339,3.11351530921037,5.52843653159867,0,0,1,Nordeste
2104800,Grajaú,1990,MA,60.24,20.1,35.5,15.4,7.35,68.8,9.19,137.73,0.59,19.96,427,4.09833658349164,3.00071981506503,3.56953269648137,2.73436750941958,4.92529524692924,1,0,0,Nordeste
2104800,Grajaú,2000,MA,65.23,NA,NA,NA,8.21,45.57,34.45,170.6,0.58,21.58,421,4.177919485808,NA,NA,NA,5.13932163505758,0,1,0,Nordeste
2104800,Grajaú,2010,MA,70.21,NA,NA,NA,36.29,28.7,34.63,340.1,0.61,24.81,609,4.25149075102916,NA,NA,NA,5.82923969201315,0,0,1,Nordeste
2105302,Imperatriz,1990,MA,59.09,14.4,35,20.6,8.31,67.16,19.17,278.01,0.62,24.88,555,4.07906170535758,2.66722820658195,3.55534806148941,3.02529107579554,5.62765708426671,1,0,0,Nordeste
2105302,Imperatriz,2000,MA,64.38,14.3,35.5,21.2,11.76,33.41,12.6,386.04,0.6,21.61,591,4.16480302587066,2.66025953726586,3.56953269648137,3.05400118167797,5.95594099103894,0,1,0,Nordeste
2105302,Imperatriz,2010,MA,73.17,17.9,38,20.1,42.35,19.52,27.7,613.87,0.56,16.81,731,4.29278550089594,2.88480071284671,3.63758615972639,3.00071981506503,6.41978317934558,0,0,1,Nordeste
2111300,São Luís,1990,MA,65.18,9.2,31.7,22.5,0,49.31,21.4,371.59,0.61,23.54,733,4.17715267340942,2.21920348405499,3.45631668088323,3.11351530921037,5.91779109592096,1,0,0,Nordeste
2111300,São Luís,2000,MA,69.19,9.5,32.3,22.8,14.76,27.44,1.17,502.14,0.65,30.65,658,4.23685634351072,2.2512917986065,3.47506723022861,3.1267605359604,6.21887896527284,0,1,0,Nordeste
2111300,São Luís,2010,MA,73.76,8.7,32.7,24,44.21,18.1,15.63,805.36,0.61,24.07,768,4.30081657924834,2.16332302566054,3.48737507790321,3.17805383034795,6.69128938242117,0,0,1,Nordeste
2112407,Turiaçu,1990,MA,57.05,NA,NA,22.7,2.52,85.97,NA,102.92,0.52,14.3,373,4.04392807630808,NA,NA,3.12236492448736,4.63395198741354,1,0,0,Nordeste
2112407,Turiaçu,2000,MA,59.98,9.5,32.5,23,0,46.22,18.56,104.88,0.57,19.53,329,4.09401117332086,2.2512917986065,3.48124008933569,3.13549421592915,4.65281683945544,0,1,0,Nordeste
2112407,Turiaçu,2010,MA,71.54,11.9,33.6,21.7,8.66,24.7,25.98,171.5,0.59,31.63,561,4.27025673383087,2.47653840011748,3.51452606696916,3.07731226054641,5.14458326660599,0,0,1,Nordeste
2114007,Zé Doca,1990,MA,58.96,14.6,35.6,21,0,75.44,NA,120.36,0.49,11.91,408,4.07685924788108,2.68102152871429,3.57234563785798,3.04452243772342,4.79048725176184,1,0,0,Nordeste
2114007,Zé Doca,2000,MA,60.02,13.2,35.1,21.9,6.52,52.12,25.63,153.7,0.55,16.82,421,4.09467784001222,2.58021682959233,3.55820113047182,3.08648663682246,5.03500265054455,0,1,0,Nordeste
2114007,Zé Doca,2010,MA,69.7,12.5,35.7,23.2,29.29,30.3,30.3,259.21,0.52,15.21,595,4.24420031776648,2.52572864430826,3.57515068878559,3.14415227867226,5.55763854398083,0,0,1,Nordeste
2203909,Floriano,1990,PI,60.93,NA,37.6,NA,3.88,61.32,5.83,247.14,0.61,24.11,565,4.1097256642604,NA,3.62700405039585,NA,5.50995497767604,1,0,0,Nordeste
2203909,Floriano,2000,PI,66.01,15.3,36.4,21.1,3.56,34.09,14.25,337.42,0.6,23.57,558,4.18980624570068,2.72785282839839,3.5945687746427,3.04927304048202,5.82132844517783,0,1,0,Nordeste
2203909,Floriano,2010,PI,73.13,14.4,37.6,23.2,13.54,19.1,44.02,536.3,0.55,16.78,0.7,4.29223867928286,2.66722820658195,3.62700405039585,3.14415227867226,6.28469370598888,0,0,1,Nordeste
2205805,Luzilândia,1990,PI,51.69,NA,NA,NA,0,111.34,2.78,95.79,0.59,20.46,324,3.94526433920795,NA,NA,NA,4.5621582953948,1,0,0,Nordeste
2205805,Luzilândia,2000,PI,58.73,17.2,37.8,20.6,0,67.09,16.18,145.77,0.56,18.87,0.38,4.07295066953443,2.84490938381941,3.63230910262554,3.02529107579554,4.98203003708592,0,1,0,Nordeste
2205805,Luzilândia,2010,PI,67,17.4,38.2,20.8,15.8,38,39.51,245.02,0.51,14.3,545,4.20469261939097,2.85647020622048,3.64283551561253,3.03495298670727,5.50133983986602,0,0,1,Nordeste
2207702,Parnaíba,1990,PI,57.37,12.6,33.9,21.3,7.03,61.32,12.51,199.25,0.57,18.2,489,4.04952151861378,2.53369681395743,3.5234150143864,3.05870707271538,5.29456031767032,1,0,0,Nordeste
2207702,Parnaíba,2000,PI,61.72,12.3,34.2,21.9,4.41,34.09,13.97,340.35,0.65,30.08,546,4.12260802749496,2.50959926237837,3.53222564406856,3.08648663682246,5.82997449989396,0,1,0,Nordeste
2207702,Parnaíba,2010,PI,73.98,NA,35.5,NA,22.12,16.83,20.78,479.58,0.57,19.37,687,4.30379478640431,NA,3.56953269648137,NA,6.17291072086598,0,0,1,Nordeste
2207801,Paulistana,1990,PI,58.2,15.8,35.3,19.5,2.56,74.25,NA,108.02,0.52,14.99,355,4.06388535473739,2.76000994003292,3.56388296393925,2.9704144655697,4.68231639516474,1,0,0,Nordeste
2207801,Paulistana,2000,PI,62.73,14.2,35.3,21.1,12,47.49,20.82,161.35,0.64,38.9,396,4.13883980210865,2.65324196460721,3.56388296393925,3.04927304048202,5.08357591849797,0,1,0,Nordeste
2207801,Paulistana,2010,PI,71,14.8,35.8,21,14.81,24.9,29.66,327.06,0.6,25.97,0.6,4.26267987704132,2.69462718077007,3.57794789340665,3.04452243772342,5.79014364030424,0,0,1,Nordeste
2208007,Picos,1990,PI,59.9,NA,NA,NA,2.55,54.13,10.2,245.06,0.57,18.52,493,4.0926765051214,NA,NA,NA,5.5015030785213,1,0,0,Nordeste
2208007,Picos,2000,PI,68.1,15.8,36,20.2,4.23,32.32,37.46,355.58,0.61,23.02,545,4.22097721315547,2.76000994003292,3.58351893845611,3.00568260440716,5.87375025908843,0,1,0,Nordeste
2208007,Picos,2010,PI,73,16.9,37.5,20.6,22.62,24.07,51.17,563.88,0.56,17.55,698,4.29045944114839,2.82731362192903,3.62434093297637,3.02529107579554,6.33484146290272,0,0,1,Nordeste
2208403,Piripiri,1990,PI,62.6,NA,NA,NA,0,54.13,11.08,132.9,0.56,18.57,429,4.13676527810605,NA,NA,NA,4.8895969657192,1,0,0,Nordeste
2208403,Piripiri,2000,PI,65.16,15.6,36.9,21.3,3.23,41.74,19.4,212.53,0.61,25.85,455,4.17684578373384,2.74727091425549,3.60821155104648,3.05870707271538,5.3590831548706,0,1,0,Nordeste
2208403,Piripiri,2010,PI,71.51,16.3,37.8,21.5,6.32,23.4,34.75,380.67,0.55,17.58,635,4.2698373000603,2.79116510781272,3.63230910262554,3.06805293513362,5.94193285807693,0,0,1,Nordeste
2210003,São João do Piauí,1990,PI,60.22,14.3,36.9,22.6,2.61,64.56,NA,145.39,0.58,19.82,397,4.09800452305359,2.66025953726586,3.60821155104648,3.11794990627824,4.97941978694333,1,0,0,Nordeste
2210003,São João do Piauí,2000,PI,62.38,15.2,36.5,21.3,16.51,48.6,22.18,219.28,0.61,27.42,451,4.13324471117966,2.72129542785223,3.59731226058845,3.05870707271538,5.39034945199453,0,1,0,Nordeste
2210003,São João do Piauí,2010,PI,71.16,15.4,36.6,21.2,5,24.4,49.91,368.36,0.57,20.44,645,4.26493086279763,2.73436750941958,3.60004824040732,3.05400118167797,5.90906072085317,0,0,1,Nordeste
2211001,Teresina,1990,PI,67.45,17.7,37,19.3,9.01,38.73,17.35,346.37,0.63,27.21,688,4.21138658265377,2.87356463957978,3.61091791264422,2.96010509591084,5.84750756785701,1,0,0,Nordeste
2211001,Teresina,2000,PI,69.06,15.2,36.4,21.2,19.72,32.67,20.73,498.4,0.64,29.39,0.62,4.23497569196185,2.72129542785223,3.5945687746427,3.05400118167797,6.21140296747324,0,1,0,Nordeste
2211001,Teresina,2010,PI,74.22,16.8,37.8,21,24.23,16.13,31.06,757.57,0.61,23.96,751,4.30703365563245,2.82137888640921,3.63230910262554,3.04452243772342,6.63011594235498,0,0,1,Nordeste
2300200,Acaraú,1990,CE,57.02,11.3,32.8,21.5,4.39,85.05,10.99,131.06,0.51,13.61,376,4.04340208348453,2.42480272571829,3.4904285153901,3.06805293513362,4.87565523361135,1,0,0,Nordeste
2300200,Acaraú,2000,CE,65.24,11.2,33.5,22.3,0,50.54,20.04,161.22,0.64,32.54,415,4.17807277775281,2.41591377830105,3.51154543883102,3.10458667846607,5.08276989185546,0,1,0,Nordeste
2300200,Acaraú,2010,CE,70.47,10.6,33.5,22.9,10.22,25.1,53.12,250.79,0.6,24.58,601,4.25518708733893,2.36085400111802,3.51154543883102,3.13113691056019,5.52461593555555,0,0,1,Nordeste
2301901,Barbalha,1990,CE,64.78,15.2,34.8,19.6,5.2,48.67,2.6,154.69,0.6,21.72,458,4.17099691374318,2.72129542785223,3.54961738678043,2.97552956623647,5.04142311424857,1,0,0,Nordeste
2301901,Barbalha,2000,CE,67.83,14.8,35,20.2,14.5,40.66,14.41,233.87,0.62,25.93,517,4.21700457495799,2.69462718077007,3.55534806148941,3.00568260440716,5.45476540542398,0,1,0,Nordeste
2301901,Barbalha,2010,CE,74.02,15.8,35.1,19.3,28.35,16,28.24,362.9,0.51,13.85,683,4.30433532695801,2.76000994003292,3.55820113047182,2.96010509591084,5.89412731421902,0,0,1,Nordeste
2302701,Campos Sales,1990,CE,62.04,NA,NA,NA,0,60.22,NA,128.57,0.58,21.05,431,4.12777933830834,NA,NA,NA,4.85647350309616,1,0,0,Nordeste
2302701,Campos Sales,2000,CE,66.78,13,32.1,19.1,15.25,44.54,49.6,245.47,0.67,34.02,471,4.20140363451551,2.56494935746154,3.46885603013597,2.94968833505258,5.50317474017493,0,1,0,Nordeste
2302701,Campos Sales,2010,CE,71.11,16.4,33.8,17.4,36.98,23.3,41.08,303.68,0.58,21.9,0.63,4.26422797389543,2.79728133483015,3.52046080248897,2.85647020622048,5.71597451542156,0,0,1,Nordeste
2304103,Crateús,1990,CE,61.99,13,35.2,22.2,4.5,60.42,7.5,156.33,0.57,19.4,457,4.12697308171383,2.56494935746154,3.56104608260405,3.10009228887823,5.05196915758923,1,0,0,Nordeste
2304103,Crateús,2000,CE,68.9,15.2,35.9,20.7,9.62,36.88,21.98,239.4,0.62,25.71,503,4.23265617801961,2.72129542785223,3.58073729549423,3.03013370027132,5.47813579312387,0,1,0,Nordeste
2304103,Crateús,2010,CE,72.24,13.8,36,22.2,10.77,20.3,28.26,373.18,0.6,24.92,644,4.27999390910873,2.62466859216316,3.58351893845611,3.10009228887823,5.9220608769691,0,0,1,Nordeste
2304400,Fortaleza,1990,CE,65.95,9.1,31.3,22.2,0,47.11,24.14,457.04,0.64,29.97,762,4.18889687916332,2.2082744135228,3.44361809754611,3.10009228887823,6.12477091441621,1,0,0,Nordeste
2304400,Fortaleza,2000,CE,69.63,8.6,31.3,22.7,23.97,34.57,15.2,610.48,0.64,29.89,652,4.24319550895446,2.15176220325946,3.44361809754611,3.12236492448736,6.41424553298138,0,1,0,Nordeste
2304400,Fortaleza,2010,CE,74.41,9.8,32.5,22.7,46.72,15.76,16.33,846.36,0.61,23.9,754,4.30959034140917,2.28238238567653,3.48124008933569,3.12236492448736,6.74094480100809,0,0,1,Nordeste
2305100,Guaramiranga,1990,CE,63.58,10.6,27.4,16.8,0,53.57,NA,104.21,0.44,9.07,426,4.15229895548266,2.36085400111802,3.31054301339402,2.82137888640921,4.64640809400434,1,0,0,Nordeste
2305100,Guaramiranga,2000,CE,68.83,9.1,26.5,17.4,35.17,42.86,43.69,165.53,0.48,11.83,0.5,4.23163969641027,2.2082744135228,3.27714473299218,2.85647020622048,5.10915244727207,0,1,0,Nordeste
2305100,Guaramiranga,2010,CE,69.14,11.3,28.4,17.1,23.54,29.1,NA,287.35,0.47,11.94,637,4.23613343449348,2.42480272571829,3.34638914516716,2.83907846350861,5.66070098495375,0,0,1,Nordeste
2307007,Jaguaruana,1990,CE,63.26,11.8,34.4,22.6,11.57,54.9,7.72,129.63,0.47,10.84,415,4.1472532178775,2.46809953147162,3.53805656437935,3.11794990627824,4.86468423861195,1,0,0,Nordeste
2307007,Jaguaruana,2000,CE,69.57,12.8,34.5,21.7,3.28,34.6,21.98,169.12,0.56,18.93,498,4.24233343993555,2.54944517092557,3.54095932403731,3.07731226054641,5.13060852212193,0,1,0,Nordeste
2307007,Jaguaruana,2010,CE,71.72,13.4,35.5,22.1,3.04,21.6,39.99,274.9,0.47,11.15,624,4.27276964873693,2.59525470695687,3.56953269648137,3.09557760852371,5.6164073951712,0,0,1,Nordeste
2308708,Morada Nova,1990,CE,64.84,14.7,35.5,20.8,10.18,48.45,8.49,123.37,0.52,13.71,431,4.17192269686748,2.68784749378469,3.56953269648137,3.03495298670727,4.81518797008337,1,0,0,Nordeste
2308708,Morada Nova,2000,CE,69.91,15.6,36,20.4,27.24,36.88,16.65,214.12,0.6,22.21,485,4.24720870052389,2.74727091425549,3.58351893845611,3.01553490085017,5.36653660552518,0,1,0,Nordeste
2308708,Morada Nova,2010,CE,70.47,14.7,36.5,21.8,25.27,25.1,28.43,276.36,0.52,15.47,0.61,4.25518708733893,2.68784749378469,3.59731226058845,3.08190996979504,5.62170436362059,0,0,1,Nordeste
2311405,Quixeramobim,1990,CE,62.62,NA,NA,NA,1.69,57.66,1.69,143.96,0.65,27.35,442,4.13708471589826,NA,NA,NA,4.96953548321083,1,0,0,Nordeste
2311405,Quixeramobim,2000,CE,67.03,13.7,35.3,21.6,18.42,43.61,29.02,170.44,0.59,25.66,482,4.20514028036987,2.61739583283408,3.56388296393925,3.07269331469012,5.13838332863171,0,1,0,Nordeste
2311405,Quixeramobim,2010,CE,72.33,14.2,36,21.8,42.27,20,28.13,317.45,0.56,18.93,642,4.28123898086119,2.65324196460721,3.58351893845611,3.08190996979504,5.76032032561646,0,0,1,Nordeste
2312908,Sobral,1990,CE,60.61,NA,NA,NA,0,66.78,0.78,198.63,0.59,21.03,481,4.10445989596319,NA,NA,NA,5.29144379760486,1,0,0,Nordeste
2312908,Sobral,2000,CE,68.3,15.4,36.3,20.9,14.39,39.01,21.83,299.41,0.62,25.28,537,4.22390976657674,2.73436750941958,3.5918177412708,3.03974915897077,5.70181387156136,0,1,0,Nordeste
2312908,Sobral,2010,CE,74.93,16.1,37.7,21.6,17.18,13.58,43.11,448.89,0.56,17.79,714,4.31655434437622,2.77881927199042,3.62966009445396,3.07269331469012,6.10677786886344,0,0,1,Nordeste
2313302,Tauá,1990,CE,63.19,10.9,34.2,23.3,7.79,55.21,7.79,125.18,0.61,23.11,427,4.14614606078536,2.3887627892351,3.53222564406856,3.14845336057165,4.82975270149656,1,0,0,Nordeste
2313302,Tauá,2000,CE,70.57,12.4,32.7,20.3,13.12,36.25,15,206.21,0.61,23.89,477,4.25660512501274,2.51769647261099,3.48737507790321,3.01062088604774,5.32889506701217,0,1,0,Nordeste
2313302,Tauá,2010,CE,71.4,14.1,35.2,21.1,33.42,22.5,31.58,305.42,0.57,19.63,633,4.26829786934554,2.64617479738412,3.56104608260405,3.04927304048202,5.72168787852504,0,0,1,Nordeste
2401008,Apodi,1990,RN,59.76,NA,NA,NA,9.62,69.12,6.42,133.8,0.53,15.65,441,4.09033654082456,NA,NA,NA,4.89634614769413,1,0,0,Nordeste
2401008,Apodi,2000,RN,68.05,13.7,36.3,22.6,8.54,38.85,16.19,176.32,0.53,16.33,502,4.22024272909747,2.61739583283408,3.5918177412708,3.11794990627824,5.17230052596455,0,1,0,Nordeste
2401008,Apodi,2010,RN,69.79,13.8,36.7,22.9,19.69,27.3,33.75,358.66,0.55,17.01,639,4.24549073302906,2.62466859216316,3.60277675506052,3.13113691056019,5.88237486452028,0,0,1,Nordeste
2402600,Ceará-Mirim,1990,RN,59.06,11.3,32.1,20.8,5.75,72.5,19.17,146.85,0.49,12.28,428,4.07855387631578,2.42480272571829,3.46885603013597,3.03495298670727,4.98941165764463,1,0,0,Nordeste
2402600,Ceará-Mirim,2000,RN,65.32,11.3,31.9,20.6,10.91,48.86,20.25,207.45,0.55,17.15,477,4.17929826810226,2.42480272571829,3.4626060097908,3.02529107579554,5.33489034677888,0,1,0,Nordeste
2402600,Ceará-Mirim,2010,RN,71.44,11.5,32.9,21.4,20.09,22.6,17.21,332.89,0.51,13.53,616,4.26885793656824,2.4423470353692,3.49347265777133,3.06339092202781,5.80781210507903,0,0,1,Nordeste
2403004,Cruzeta,1990,RN,61.93,NA,NA,NA,12.68,59.17,NA,189.52,0.51,13.92,0.51,4.12600471494997,NA,NA,NA,5.24449455985053,1,0,0,Nordeste
2403004,Cruzeta,2000,RN,70.09,14.4,35.5,21.1,0,35.04,23.9,337.69,0.62,22.67,0.56,4.24978013051223,2.66722820658195,3.56953269648137,3.04927304048202,5.82212831487135,0,1,0,Nordeste
2403004,Cruzeta,2010,RN,69.89,15.3,36.2,20.9,0,27,12.27,339.38,0.42,8.41,654,4.24692257748904,2.72785282839839,3.58905911883173,3.03974915897077,5.82712042354468,0,0,1,Nordeste
2403806,Florânia,1990,RN,60.54,NA,NA,NA,8.04,65.66,16.1,111.6,0.54,16.86,384,4.10330430359357,NA,NA,NA,4.71492104994721,1,0,0,Nordeste
2403806,Florânia,2000,RN,65.23,12.8,32.7,19.9,10.84,49.22,97.47,204.3,0.52,14.66,492,4.177919485808,2.54944517092557,3.48737507790321,2.99071973173045,5.31958950182358,0,1,0,Nordeste
2403806,Florânia,2010,RN,71.51,14.5,35.3,20.8,0,22.3,20.13,359,0.49,12.58,642,4.2698373000603,2.67414864942653,3.56388296393925,3.03495298670727,5.88332238848828,0,0,1,Nordeste
2407203,Macau,1990,RN,60.78,NA,NA,NA,0,64.34,11.55,209.69,0.57,18.14,462,4.10726078748865,NA,NA,NA,5.34563024959865,1,0,0,Nordeste
2407203,Macau,2000,RN,67.65,10,33,23,11.36,40.24,42.96,270.15,0.48,11.78,556,4.2143473546168,2.30258509299405,3.49650756146648,3.13549421592915,5.59897736029007,0,1,0,Nordeste
2407203,Macau,2010,RN,72.49,8.7,34,25.3,20.26,19.8,23.63,457.22,0.5,13.01,665,4.28344862131279,2.16332302566054,3.52636052461616,3.23080439573347,6.12516467549583,0,0,1,Nordeste
2408003,Mossoró,1990,RN,61.08,14,34.8,20.8,9.36,50.97,34.33,258.72,0.57,18.84,577,4.11218448035043,2.63905732961526,3.54961738678043,3.03495298670727,5.5557463958288,1,0,0,Nordeste
2408003,Mossoró,2000,RN,69.32,13.5,34.4,20.9,13.19,34.55,32.3,359.78,0.57,18.75,596,4.2387334648474,2.60268968544438,3.53805656437935,3.03974915897077,5.88549273353454,0,1,0,Nordeste
2408003,Mossoró,2010,RN,73.64,NA,NA,NA,47.8,17.91,29.73,600.28,0.52,14.63,0.72,4.29918835636488,NA,NA,NA,6.39739621302779,0,0,1,Nordeste
2408102,Natal,1990,RN,66.59,9.4,30.6,21.2,0,43.49,30.81,496.15,0.6,23.43,776,4.19855441612253,2.24070968927596,3.42100000895834,3.05400118167797,6.20687830036025,1,0,0,Nordeste
2408102,Natal,2000,RN,68.78,13,30.7,17.7,6.56,32,1.23,673.38,0.63,28.72,664,4.23091300500412,2.56494935746154,3.42426265459315,2.87356463957978,6.51230980625622,0,1,0,Nordeste
2408102,Natal,2010,RN,75.08,11.1,32.5,21.4,35.65,14.35,12.16,950.34,0.61,23.97,763,4.31855421171831,2.40694510831829,3.48124008933569,3.06339092202781,6.85681981530238,0,0,1,Nordeste
2501104,Areia,1990,PB,62.35,NA,NA,NA,0,58.07,14.22,128.02,0.57,19.13,415,4.13276367212605,NA,NA,NA,4.85218650171386,1,0,0,Nordeste
2501104,Areia,2000,PB,63.56,10.4,28.8,18.4,0,47.4,28.13,179.98,0.6,22.79,425,4.15198434166852,2.34180580614733,3.3603753871419,2.91235066461494,5.1928457336058,0,1,0,Nordeste
2501104,Areia,2010,PB,70.34,13.3,30.8,17.5,20.58,26.3,12.39,319.92,0.55,17.44,594,4.25334062704584,2.58776403522771,3.42751468997953,2.86220088092947,5.76807096453856,0,0,1,Nordeste
2504009,Campina Grande,1990,PB,60.13,NA,NA,NA,0,66.31,22.68,302.81,0.61,22.84,618,4.09650888505148,NA,NA,NA,5.71310554611705,1,0,0,Nordeste
2504009,Campina Grande,2000,PB,63.47,11.3,30.2,18.9,29.27,32.57,16.03,449.24,0.62,25.19,601,4.15056735331838,2.42480272571829,3.40784192438082,2.9391619220656,6.10755726609483,0,1,0,Nordeste
2504009,Campina Grande,2010,PB,73.73,14.4,32.6,18.2,47.61,17.3,25.99,630.03,0.58,19.64,0.72,4.30040977200156,2.66722820658195,3.48431228837266,2.90142159408275,6.44576743729945,0,0,1,Nordeste
2507507,João Pessoa,1990,PB,64.6,9.1,30.6,21.5,0,49.89,26.33,483.07,0.62,26.24,767,4.16821441078856,2.2082744135228,3.42100000895834,3.06805293513362,6.18016157068782,1,0,0,Nordeste
2507507,João Pessoa,2000,PB,68.22,8.8,30.9,22.1,31.18,40.4,20.08,662.85,0.62,25.82,644,4.2227377769905,2.17475172148416,3.4307561839037,3.09557760852371,6.49654872024486,0,1,0,Nordeste
2507507,João Pessoa,2010,PB,74.89,11.5,32.5,21,67.09,16.44,19.38,964.82,0.62,25.37,763,4.31602037026128,2.4423470353692,3.48124008933569,3.04452243772342,6.87194155544297,0,0,1,Nordeste
2509701,Monteiro,1990,PB,57.27,13.2,32.9,19.7,0,80.63,18.48,130.18,0.54,15.84,429,4.04777692640577,2.58021682959233,3.49347265777133,2.98061863574394,4.86891810814424,1,0,0,Nordeste
2509701,Monteiro,2000,PB,59.11,15.5,32.8,17.3,0,59.7,14.1,224.67,0.57,19.57,452,4.07940011483628,2.7408400239252,3.4904285153901,2.85070650150373,5.41463265892938,0,1,0,Nordeste
2509701,Monteiro,2010,PB,67.51,16.9,32.5,15.6,15.89,35.6,22.25,392.05,0.57,19.36,628,4.21227573505378,2.82731362192903,3.48124008933569,2.74727091425549,5.97138938267693,0,0,1,Nordeste
2510808,Patos,1990,PB,58.6,NA,NA,NA,0,66.18,17.22,223.35,0.57,19.02,534,4.07073469658297,NA,NA,NA,5.40874004779813,1,0,0,Nordeste
2510808,Patos,2000,PB,63.51,13,34.1,21.1,22.34,32.31,15.95,324.87,0.57,19.09,557,4.15119737381488,2.56494935746154,3.52929738428947,3.04927304048202,5.7834251023084,0,1,0,Nordeste
2510808,Patos,2010,PB,74.26,16.7,36.7,20,55.52,15.27,29.21,508.52,0.56,17.13,701,4.30757244874893,2.81540871942271,3.60277675506052,2.99573227355399,6.23150454608192,0,0,1,Nordeste
2603009,Cabrobó,1990,PE,64.1,15.1,34.2,19.1,0,53.07,25.04,171.46,0.58,18.93,461,4.16044436392662,2.71469474382088,3.53222564406856,2.94968833505258,5.14435000325061,1,0,0,Nordeste
2603009,Cabrobó,2000,PE,69.89,14,34,20,40.13,47.24,47.42,221.03,0.58,20.76,466,4.24692257748904,2.63905732961526,3.52636052461616,2.99573227355399,5.39829843891135,0,1,0,Nordeste
2603009,Cabrobó,2010,PE,71.39,14.4,34.9,20.5,37.99,22.9,31.65,298.14,0.58,21.49,623,4.26815780351437,2.66722820658195,3.55248682920838,3.02042488614436,5.69756317484228,0,0,1,Nordeste
2606002,Garanhuns,1990,PE,60.28,NA,NA,18.7,0,52.23,16.45,276.37,0.6,23.44,557,4.09900037375829,NA,NA,2.92852352386054,5.62174054765258,1,0,0,Nordeste
2606002,Garanhuns,2000,PE,65.84,12.4,28.8,16.4,51.36,47.66,35.62,332.38,0.6,24.36,533,4.18722755636881,2.51769647261099,3.3603753871419,2.79728133483015,5.80627889269938,0,1,0,Nordeste
2606002,Garanhuns,2010,PE,72.69,NA,29.6,NA,37,19.5,30.96,492.44,0.59,21.23,664,4.28620382349654,NA,3.38777436133001,NA,6.19937262577941,0,0,1,Nordeste
2609907,Ouricuri,1990,PE,57.74,NA,NA,NA,0,81.71,5.44,123.39,0.64,29.56,371,4.05595017423479,NA,NA,NA,4.81535007091044,1,0,0,Nordeste
2609907,Ouricuri,2000,PE,62.45,14.7,34.2,19.5,30.95,62.1,18.37,208.37,0.72,58.94,421,4.13436623657159,2.68784749378469,3.53222564406856,2.9704144655697,5.33931534558211,0,1,0,Nordeste
2609907,Ouricuri,2010,PE,71.4,15.7,35.3,19.6,24.3,22.9,47.91,291.75,0.6,26.76,572,4.26829786934554,2.75366071235426,3.56388296393925,2.97552956623647,5.67589727116667,0,0,1,Nordeste
2610905,Pesqueira,1990,PE,56.22,16,32.4,16.4,0,89.58,15.62,183.75,0.56,17.42,436,4.02927256547839,2.77258872223978,3.47815842279828,2.79728133483015,5.21357613809295,1,0,0,Nordeste
