codIBGE,municipio,ano,UF,expecvida,AmpT,Tmax,Tmin,homicidios,mortinf,acidtrans,renda_pc,indgini,razao_renda,IDHM,lnexpecvida,lnAmpT,lnTmax,lnTmin,lnrenda_pc,d1990,d2000,d2010,regiao
2610905,Pesqueira,2000,PE,62.7,13.4,30.9,17.5,16.85,69.08,25.35,225.33,0.58,22.56,482,4.13836144763888,2.59525470695687,3.4307561839037,2.86220088092947,5.41756599436603,0,1,0,Nordeste
2610905,Pesqueira,2010,PE,70.04,14,32,18,62.12,26.8,26.47,329.16,0.56,19.32,0.61,4.24906650741765,2.63905732961526,3.46573590279973,2.89037175789616,5.79654395473751,0,0,1,Nordeste
2611101,Petrolina,1990,PE,64.52,15.1,34.2,19.1,0,42.82,28.51,291.15,0.63,25.9,0.6,4.16697525325701,2.71469474382088,3.53222564406856,2.94968833505258,5.67383859828313,1,0,0,Nordeste
2611101,Petrolina,2000,PE,70.36,13.9,34.1,20.2,52.22,35.89,26.78,404.4,0.63,27.1,0.58,4.25362491986936,2.63188884013665,3.52929738428947,3.00568260440716,6.00240448714632,0,1,0,Nordeste
2611101,Petrolina,2010,PE,72.95,15.4,35.2,19.8,28.59,18.67,23.27,605.06,0.62,23.62,697,4.28977427496879,2.73436750941958,3.56104608260405,2.98568193770049,6.40532762666719,0,0,1,Nordeste
2611606,Recife,1990,PE,65.57,10.5,31.2,20.7,0,42.82,27.11,594.62,0.67,37.34,0.79,4.18311827427553,2.35137525716348,3.44041809481544,3.03013370027132,6.38792254605617,1,0,0,Nordeste
2611606,Recife,2000,PE,68.62,9.1,30.3,21.2,65.74,29.78,16.86,778.39,0.67,37.12,0.66,4.2285840374303,2.2082744135228,3.41114771251532,3.05400118167797,6.65722768392391,0,1,0,Nordeste
2611606,Recife,2010,PE,74.5,11.7,32.3,20.6,42.52,15.56,16.14,1144.26,0.68,36.74,772,4.31079912538551,2.45958884180371,3.47506723022861,3.02529107579554,7.04251341884448,0,0,1,Nordeste
2614501,Surubim,1990,PE,58.09,14.9,32.5,17.6,8.87,79.92,14.8,183.66,0.52,14.72,422,4.06199353200444,2.70136121295141,3.48124008933569,2.86789890204411,5.21308622218538,1,0,0,Nordeste
2614501,Surubim,2000,PE,63.58,13.2,31.6,18.4,19.38,64.7,15.5,262.13,0.58,21.03,494,4.15229895548266,2.58021682959233,3.45315712059287,2.91235066461494,5.56884056390902,0,1,0,Nordeste
2614501,Surubim,2010,PE,70.37,15.5,33.6,18.1,23.38,25.8,18.37,372.11,0.52,14.54,635,4.25376703597846,2.7408400239252,3.51452606696916,2.89591193827178,5.91918950948757,0,0,1,Nordeste
2704302,Maceió,1990,AL,63.16,10.2,31.2,21,0,60.63,29.73,455.26,0.62,26.11,744,4.14567118938744,2.32238772029023,3.44041809481544,3.04452243772342,6.12086868431924,1,0,0,Nordeste
2704302,Maceió,2000,AL,65.03,11.8,30.8,19,37,43.69,19.6,583.12,0.66,34.34,584,4.17484870188106,2.46809953147162,3.42751468997953,2.94443897916644,6.36839299707396,0,1,0,Nordeste
2704302,Maceió,2010,AL,72.94,11.8,32.1,20.3,96.1,22.02,18.74,792.54,0.63,26.28,721,4.28963718538053,2.46809953147162,3.46885603013597,3.01062088604774,6.67524297766383,0,0,1,Nordeste
2706307,Palmeira dos Índios,1990,AL,60.05,16.2,34.3,18.1,0,63.35,10.36,182.95,0.54,16.02,443,4.09517754852599,2.78501124223834,3.53514535417189,2.89591193827178,5.20921289146522,1,0,0,Nordeste
2706307,Palmeira dos Índios,2000,AL,68,14.6,32.5,17.9,25.9,33.39,12.95,234.81,0.58,21.67,482,4.21950770517611,2.68102152871429,3.48124008933569,2.88480071284671,5.45877667648486,0,1,0,Nordeste
2706307,Palmeira dos Índios,2010,AL,72.61,15.2,33.9,18.7,56.89,21.8,24.98,391.37,0.56,19.44,638,4.28510265339216,2.72129542785223,3.5234150143864,2.92852352386054,5.96965340409387,0,0,1,Nordeste
2706406,Pão de Açúcar,1990,AL,58.28,NA,NA,NA,0,71.73,9.3,145.98,0.53,16.02,0.4,4.065258981327,NA,NA,NA,4.98346962602349,1,0,0,Nordeste
2706406,Pão de Açúcar,2000,AL,64.82,15.2,36.2,21,39.29,44.34,11.59,174.43,0.71,51.14,434,4.1716141977134,2.72129542785223,3.58905911883173,3.04452243772342,5.16152351503004,0,1,0,Nordeste
2706406,Pão de Açúcar,2010,AL,72.58,16.6,36.5,19.9,24.61,21.8,32.33,224.33,0.57,20.24,593,4.28468940178492,2.8094026953625,3.59731226058845,2.99071973173045,5.41311818202521,0,0,1,Nordeste
2707404,Porto de Pedras,1990,AL,52.37,10.2,31.2,21,0,86.21,10.4,89.28,0.47,10.61,336,3.9583339082914,2.32238772029023,3.44041809481544,3.04452243772342,4.491777498633,1,0,0,Nordeste
2707404,Porto de Pedras,2000,AL,55.91,8.2,30.2,22,0,51.11,91.07,99.56,0.61,26.37,344,4.02374325503855,2.10413415427021,3.40784192438082,3.09104245335832,4.60076047749939,0,1,0,Nordeste
2707404,Porto de Pedras,2010,AL,71.14,8.9,30.7,21.8,11.58,25.9,34.75,233.72,0.53,15.19,541,4.26464976652031,2.18605127673809,3.42426265459315,3.08190996979504,5.45412381768624,0,0,1,Nordeste
2800308,Aracaju,1990,SE,64.96,10.4,31.3,20.9,0,48.56,24.11,513.29,0.62,26.32,0.77,4.17377169585342,2.34180580614733,3.44361809754611,3.03974915897077,6.24084098759195,1,0,0,Nordeste
2800308,Aracaju,2000,SE,68.72,10.3,30.1,19.8,32.73,38.95,19.42,700.81,0.63,29.43,648,4.230040277676,2.33214389523559,3.40452517175483,2.98568193770049,6.55223680892677,0,1,0,Nordeste
2800308,Aracaju,2010,SE,74.36,9.8,32.1,22.3,26.96,15.61,26.79,1052.03,0.62,26.59,0.77,4.30891816285324,2.28238238567653,3.46885603013597,3.10458667846607,6.95847691000132,0,0,1,Nordeste
2803005,Itabaianinha,1990,SE,57.2,14.9,33.1,18.2,0,76.34,9.71,109.21,0.51,13.95,385,4.04655389838575,2.70136121295141,3.49953328238302,2.90142159408275,4.69327263420964,1,0,0,Nordeste
2803005,Itabaianinha,2000,SE,60.46,12.2,31.2,19,27.49,50.59,22.64,170.84,0.53,15.34,0.38,4.10198198935131,2.50143595173921,3.44041809481544,2.94443897916644,5.14072744597327,0,1,0,Nordeste
2803005,Itabaianinha,2010,SE,70.66,13.7,32.5,18.8,32.77,25.6,27.73,253.22,0.51,14.19,556,4.257879641931,2.61739583283408,3.48124008933569,2.9338568698359,5.53425867609211,0,0,1,Nordeste
2805703,Propriá,1990,SE,55.78,15,34.3,19.3,0,71.07,23.91,196.89,0.58,19.74,485,4.02141538219934,2.70805020110221,3.53514535417189,2.96010509591084,5.28264519715374,1,0,0,Nordeste
2805703,Propriá,2000,SE,61.35,13.2,33.5,20.3,35.58,36.75,17.79,282.52,0.57,19.19,551,4.11659517115692,2.58021682959233,3.51154543883102,3.01062088604774,5.64374934454072,0,1,0,Nordeste
2805703,Propriá,2010,SE,71.58,15.3,35.1,19.8,79.3,23,24.13,400.35,0.54,16.71,661,4.27081570533788,2.72785282839839,3.55820113047182,2.98568193770049,5.99233916451864,0,0,1,Nordeste
2900702,Alagoinhas,1990,BA,61.61,16.9,34.1,17.2,0,60.86,1.71,274.52,0.61,24.64,589,4.12082419502648,2.82731362192903,3.52929738428947,2.84490938381941,5.61502411804043,1,0,0,Nordeste
2900702,Alagoinhas,2000,BA,65.34,14.5,31.8,17.3,28.54,41.13,6.23,363.32,0.59,21.88,0.55,4.17960440617292,2.67414864942653,3.45946628978613,2.85070650150373,5.89528398863401,0,1,0,Nordeste
2900702,Alagoinhas,2010,BA,72.39,16.3,33.6,17.3,49.02,21.84,26.32,553.17,0.55,17.6,683,4.28206816830505,2.79116510781272,3.51452606696916,2.85070650150373,6.31566536838518,0,0,1,Nordeste
2902708,Barra,1990,BA,61,17.1,32.5,15.4,0,63.73,2.51,86.78,0.59,23.04,373,4.11087386417331,2.83907846350861,3.48124008933569,2.73436750941958,4.4633761803702,1,0,0,Nordeste
2902708,Barra,2000,BA,64.03,18.5,35.6,17.1,0,45.71,9.86,114.46,0.64,50.44,378,4.15935172353071,2.91777073208428,3.57234563785798,2.83907846350861,4.74022541698096,0,1,0,Nordeste
2902708,Barra,2010,BA,69.99,19,36.1,17.1,9.93,27.4,13.91,183.03,0.59,28.79,557,4.24835237470145,2.94443897916644,3.58629286533884,2.83907846350861,5.20965007383187,0,0,1,Nordeste
2903201,Barreiras,1990,BA,60.57,21.8,35.8,14,0,65.79,20.51,305.76,0.6,22.78,622,4.10379972099286,3.08190996979504,3.57794789340665,2.63905732961526,5.72280048049196,1,0,0,Nordeste
2903201,Barreiras,2000,BA,63.7,20.6,36,15.4,3.7,34.71,12.08,432.93,0.62,25.3,572,4.15418456257812,3.02529107579554,3.58351893845611,2.73436750941958,6.0705760521161,0,1,0,Nordeste
2903201,Barreiras,2010,BA,73.43,21.6,36.1,14.5,0,18.1,1.51,602.82,0.56,18.07,721,4.29633257146352,3.07269331469012,3.58629286533884,2.67414864942653,6.40161864470228,0,0,1,Nordeste
2903904,Bom Jesus da Lapa,1990,BA,59.08,18.8,35.5,16.7,0,73.21,12.27,171.18,0.56,17.79,478,4.07889245766318,2.9338568698359,3.56953269648137,2.81540871942271,5.14271563445346,1,0,0,Nordeste
2903904,Bom Jesus da Lapa,2000,BA,61.65,18.3,35.8,17.5,12.39,46.77,19.2,247.5,0.63,30.65,486,4.12147322961035,2.90690105984738,3.57794789340665,2.86220088092947,5.51141058200874,0,1,0,Nordeste
2903904,Bom Jesus da Lapa,2010,BA,71.51,19.4,36.5,17.1,13.89,23,17.04,367.62,0.6,23.24,633,4.2698373000603,2.96527306606928,3.59731226058845,2.83907846350861,5.90704979596562,0,0,1,Nordeste
2905206,Caetité,1990,BA,62.89,15.8,29,13.2,7.42,54.98,2.48,132.22,0.63,28.13,462,4.14138716855541,2.76000994003292,3.36729582998647,2.58021682959233,4.88446720190543,1,0,0,Nordeste
2905206,Caetité,2000,BA,68.53,14.4,30.5,16.1,0,31.05,12.44,205.7,0.66,37.52,454,4.22727160559773,2.66722820658195,3.41772668361337,2.77881927199042,5.32641879665891,0,1,0,Nordeste
2905206,Caetité,2010,BA,73.04,16.5,31.3,14.8,4.13,19,34.06,405.31,0.59,23.26,625,4.29100723628671,2.80336038090653,3.44361809754611,2.69462718077007,6.00465220641156,0,0,1,Nordeste
2905701,Camaçari,1990,BA,60.18,NA,NA,NA,0.87,67.67,1.76,258.98,0.5,12.69,597,4.0973400712019,NA,NA,NA,5.55675083864069,1,0,0,Nordeste
2905701,Camaçari,2000,BA,67.45,12.3,31.2,18.9,11.47,34.32,2.18,334.43,0.57,18.93,551,4.21138658265377,2.50959926237837,3.44041809481544,2.9391619220656,5.81242759010524,0,1,0,Nordeste
2905701,Camaçari,2010,BA,72.9,NA,NA,NA,58.49,17.37,20.57,553.18,0.53,15.4,694,4.28908863901461,NA,NA,NA,6.31568344584711,0,0,1,Nordeste
2906303,Canavieiras,1990,BA,57.89,12.9,29.7,16.8,0,79.49,12.11,130.8,0.56,17.45,425,4.05854465809091,2.55722731136763,3.39114704580865,2.82137888640921,4.8736694390231,1,0,0,Nordeste
2906303,Canavieiras,2000,BA,62.59,12.7,30.2,17.5,2.77,42.13,7.67,246.32,0.59,20.82,439,4.13660552093661,2.54160199346455,3.40784192438082,2.86220088092947,5.50663150361625,0,1,0,Nordeste
2906303,Canavieiras,2010,BA,72.74,6.9,29.7,22.8,54.55,19.8,18.17,325.61,0.51,13.55,0.59,4.28689143955884,1.93152141160321,3.39114704580865,3.1267605359604,5.78570034618748,0,0,1,Nordeste
2906907,Caravelas,1990,BA,58.3,11.6,30,18.4,0,77.3,10.12,146.4,0.53,14.63,404,4.06560209335645,2.45100509811232,3.40119738166216,2.91235066461494,4.98634260152721,1,0,0,Nordeste
2906907,Caravelas,2000,BA,62.64,12.5,30.9,18.4,0,43.01,14.97,376.79,0.72,43.31,473,4.13740405168255,2.52572864430826,3.4307561839037,2.91235066461494,5.9316880030719,0,1,0,Nordeste
2906907,Caravelas,2010,BA,72.46,13.9,32.2,18.3,13.73,20.5,18.81,394.43,0.56,19.06,616,4.28303468546693,2.63188884013665,3.47196645255036,2.90690105984738,5.97744168474441,0,0,1,Nordeste
2907103,Carinhanha,1990,BA,58.37,18.1,33.5,15.4,0,76.93,NA,93.25,0.49,12.67,382,4.0668020592157,2.89591193827178,3.51154543883102,2.73436750941958,4.53528405852393,1,0,0,Nordeste
2907103,Carinhanha,2000,BA,64.03,20.2,35.3,15.1,10.66,45.71,28.86,133.12,0.57,20.56,382,4.15935172353071,3.00568260440716,3.56388296393925,2.71469474382088,4.8912509770729,0,1,0,Nordeste
2907103,Carinhanha,2010,BA,70.77,18,34,16,0,25.1,24.58,209.51,0.51,13.97,576,4.25943518208769,2.89037175789616,3.52636052461616,2.77258872223978,5.34477147091992,0,0,1,Nordeste
2907905,Cipó,1990,BA,55.23,18.4,35.9,17.5,0,94.67,NA,140.68,0.56,16.61,415,4.0115062839131,2.91235066461494,3.58073729549423,2.86220088092947,4.94648780760578,1,0,0,Nordeste
2907905,Cipó,2000,BA,60.49,15.1,33.6,18.5,6.55,51.19,NA,185.12,0.57,19.85,444,4.10247806211882,2.71469474382088,3.51452606696916,2.91777073208428,5.22100426344537,0,1,0,Nordeste
2907905,Cipó,2010,BA,69.62,17.6,35.3,17.7,12.44,28.6,29.79,312.03,0.55,17.41,601,4.24305188238329,2.86789890204411,3.56388296393925,2.87356463957978,5.74309933703315,0,0,1,Nordeste
2909307,Correntina,1990,BA,60.93,21,33.7,12.7,3.57,64.03,10.71,134.99,0.59,20.84,427,4.1097256642604,3.04452243772342,3.51749783735832,2.54160199346455,4.90520070162074,1,0,0,Nordeste
2909307,Correntina,2000,BA,65.21,21,34.3,13.3,9.67,41.57,16.26,183.7,0.6,27.99,442,4.17761283140511,3.04452243772342,3.53514535417189,2.58776403522771,5.21330399222108,0,1,0,Nordeste
2909307,Correntina,2010,BA,72.5,23,35.4,12.4,0,20.4,19.99,285.96,0.58,27.65,603,4.28358656186063,3.13549421592915,3.56671182013973,2.51769647261099,5.65585194089865,0,0,1,Nordeste
2909802,Cruz das Almas,1990,BA,62.96,15.3,32.2,16.9,4.36,54.82,8.72,213.47,0.6,21.51,553,4.14249960410915,2.72785282839839,3.47196645255036,2.82731362192903,5.36349630757301,1,0,0,Nordeste
2909802,Cruz das Almas,2000,BA,67.32,13.1,31.4,18.3,3.69,34.71,20.43,317.61,0.58,19.27,574,4.2094573693226,2.57261223020711,3.44680789291421,2.90690105984738,5.7608242150234,0,1,0,Nordeste
2909802,Cruz das Almas,2010,BA,72.74,NA,NA,NA,16.72,19.8,20.08,481.8,0.55,18.14,699,4.28689143955884,NA,NA,NA,6.17752909018077,0,0,1,Nordeste
2910800,Feira de Santana,1990,BA,61.16,NA,NA,NA,1.72,62.94,3.94,317.02,0.61,24.23,644,4.11349338106086,NA,NA,NA,5.75896486336975,1,0,0,Nordeste
2910800,Feira de Santana,2000,BA,66.83,13,31.8,18.8,16.65,32.83,12.18,412.85,0.61,24.38,585,4.20215208152298,2.56494935746154,3.45946628978613,2.9338568698359,6.02308433086344,0,1,0,Nordeste
2910800,Feira de Santana,2010,BA,74.2,16.8,34.1,17.3,55.64,15.64,16.02,662.24,0.6,21.13,712,4.30676415017333,2.82137888640921,3.52929738428947,2.85070650150373,6.49562802800042,0,0,1,Nordeste
2911808,Guaratinga,1990,BA,57.49,17.3,33,15.7,3.93,81.67,NA,169.76,0.69,36.72,422,4.0516110196352,2.85070650150373,3.49650756146648,2.75366071235426,5.13438567486567,1,0,0,Nordeste
2911808,Guaratinga,2000,BA,62.53,14.3,31.6,17.3,16.05,51.29,33.24,161.67,0.53,14.53,356,4.13564644157921,2.66025953726586,3.45315712059287,2.85070650150373,5.08555722061351,0,1,0,Nordeste
2911808,Guaratinga,2010,BA,70.95,16.8,33.6,16.8,26.53,24.6,20.17,258.74,0.53,17.41,558,4.26197540360605,2.82137888640921,3.51452606696916,2.82137888640921,5.55582369648976,0,0,1,Nordeste
2913606,Ilhéus,1990,BA,64.59,NA,NA,NA,0,48.01,10.28,209.98,0.64,28.28,534,4.16805960004438,NA,NA,NA,5.34701228808679,1,0,0,Nordeste
2913606,Ilhéus,2000,BA,66.13,NA,NA,NA,19.85,34.32,11.58,348.88,0.64,28.3,521,4.19162250168657,NA,NA,NA,5.85472802353451,0,1,0,Nordeste
2913606,Ilhéus,2010,BA,73.47,NA,NA,NA,61.71,18,23.63,579.46,0.58,20.1,0.69,4.29687715963219,NA,NA,NA,6.3620966353759,0,0,1,Nordeste
2914604,Irecê,1990,BA,57.64,17.4,32.4,15,0,80.85,11.79,237.64,0.59,21.17,538,4.05421677113132,2.85647020622048,3.47815842279828,2.70805020110221,5.47075692348754,1,0,0,Nordeste
2914604,Irecê,2000,BA,59.84,16.4,32,15.6,10.22,46.24,8.71,319.09,0.59,21.09,542,4.09167433366622,2.79728133483015,3.46573590279973,2.74727091425549,5.76547319465463,0,1,0,Nordeste
2914604,Irecê,2010,BA,71.53,18.6,34,15.4,38.5,23,22.23,488.15,0.59,20.68,691,4.27011694212029,2.92316158071916,3.52636052461616,2.73436750941958,6.19062273567168,0,0,1,Nordeste
2914703,Itaberaba,1990,BA,52.2,18.4,34.8,16.4,0,87.63,1.86,149.65,0.61,25.21,463,3.95508249488859,2.91235066461494,3.54961738678043,2.79728133483015,5.00829923429871,1,0,0,Nordeste
2914703,Itaberaba,2000,BA,58.53,16,32.8,16.8,0,47.84,13.68,244.74,0.58,20.9,472,4.06953944330313,2.77258872223978,3.4904285153901,2.82137888640921,5.50019642255752,0,1,0,Nordeste
2914703,Itaberaba,2010,BA,71.12,18.5,34.8,16.3,22.26,24.1,14.29,422.79,0.58,20.44,0.62,4.26436859120565,2.91777073208428,3.54961738678043,2.79116510781272,6.04687560187153,0,0,1,Nordeste
2917201,Ituaçu,1990,BA,59.01,NA,NA,NA,0,73.57,6.21,150.74,0.59,19.56,0.42,4.07770692106908,NA,NA,NA,5.01555649841532,1,0,0,Nordeste
2917201,Ituaçu,2000,BA,64.68,15.5,32.4,16.9,0,43.41,33.8,233.56,0.61,22.19,0.42,4.16945203470891,2.7408400239252,3.47815842279828,2.82731362192903,5.45343900341534,0,1,0,Nordeste
2917201,Ituaçu,2010,BA,71.22,18.1,33.9,15.8,0,23.8,59.84,269.3,0.52,15.71,0.57,4.26577367784963,2.89591193827178,3.5234150143864,2.76000994003292,5.59582599981755,0,0,1,Nordeste
2917508,Jacobina,1990,BA,52.44,NA,32.8,NA,0,85.72,9.15,193.47,0.63,26.23,466,3.9596696588955,NA,3.4904285153901,NA,5.2651224616904,1,0,0,Nordeste
2917508,Jacobina,2000,BA,59.12,14.7,32.2,17.5,16.47,46.7,20.65,289.33,0.65,31.05,496,4.07956927663995,2.68784749378469,3.47196645255036,2.86220088092947,5.66756790518855,0,1,0,Nordeste
2917508,Jacobina,2010,BA,71.29,16.5,33.2,16.7,29.68,23.6,23.94,417.88,0.55,17.61,649,4.26675606512954,2.80336038090653,3.50254987592244,2.81540871942271,6.03519430996931,0,0,1,Nordeste
2917607,Jaguaquara,1990,BA,62.61,14.2,28.6,14.4,7.61,56.35,2.54,147.31,0.53,14.91,436,4.13692500975722,2.65324196460721,3.35340671782581,2.66722820658195,4.99253920982685,1,0,0,Nordeste
2917607,Jaguaquara,2000,BA,65.76,13.2,28.1,14.9,10.41,39.74,31.27,229.89,0.6,21.68,439,4.18601175074792,2.58021682959233,3.3357695763397,2.70136121295141,5.43760093365042,0,1,0,Nordeste
2917607,Jaguaquara,2010,BA,69.81,16.3,30.4,14.1,21.13,28,23.1,307.08,0.5,12.67,0.58,4.24577726598231,2.79116510781272,3.41444260841218,2.64617479738412,5.7271082999597,0,0,1,Nordeste
2919306,Lençóis,1990,BA,53.06,19.7,33.1,13.4,0,80.85,13.19,151.76,0.57,18.2,446,3.97142334870959,2.98061863574394,3.49953328238302,2.59525470695687,5.02230032562676,1,0,0,Nordeste
2919306,Lençóis,2000,BA,56.2,14.6,32.4,17.8,0,46.77,NA,227.73,0.6,25.68,478,4.02891675689965,2.68102152871429,3.47815842279828,2.87919845729804,5.42816071669679,0,1,0,Nordeste
2919306,Lençóis,2010,BA,71.51,15.5,33.3,17.8,0,23,28.53,362.74,0.61,24.57,623,4.2698373000603,2.7408400239252,3.5055573969864,2.87919845729804,5.89368632418928,0,0,1,Nordeste
2921500,Monte Santo,1990,BA,54.59,17.1,33.6,16.5,1.95,98.56,3.9,92.65,0.53,14.74,312,3.99985071579367,2.83907846350861,3.51452606696916,2.80336038090653,4.52882895273137,1,0,0,Nordeste
2921500,Monte Santo,2000,BA,60.19,14,31.7,17.7,3.59,60.7,10.65,95.43,0.6,39.77,283,4.09750622555968,2.63905732961526,3.45631668088323,2.87356463957978,4.55839299442916,0,1,0,Nordeste
2921500,Monte Santo,2010,BA,66.96,18.7,33.6,14.9,3.74,37.6,11.8,197.43,0.55,19.83,506,4.20409542618122,2.92852352386054,3.51452606696916,2.70136121295141,5.28538409113614,0,0,1,Nordeste
2921708,Morro do Chapéu,1990,BA,53.45,14.6,28.9,14.3,0,91.84,6.3,139.12,0.54,15.53,413,3.97874663747105,2.68102152871429,3.36384159511839,2.66025953726586,4.93533687004603,1,0,0,Nordeste
2921708,Morro do Chapéu,2000,BA,57.65,13.3,28.1,14.8,5.64,50.36,8.29,209.75,0.61,24.35,433,4.05439024671507,2.58776403522771,3.3357695763397,2.69462718077007,5.34591634534732,0,1,0,Nordeste
2921708,Morro do Chapéu,2010,BA,70.98,14.3,28.6,14.3,11.15,24.5,31.3,250.88,0.51,14.45,588,4.26239814721835,2.66025953726586,3.35340671782581,2.66025953726586,5.52497473716204,0,0,1,Nordeste
2924009,Paulo Afonso,1990,BA,60.43,16.6,35.6,19,2.3,66.45,10.39,284.14,0.59,20.93,537,4.10148567037347,2.8094026953625,3.57234563785798,2.94443897916644,5.64946707444393,1,0,0,Nordeste
2924009,Paulo Afonso,2000,BA,68.9,13.6,33.5,19.9,18.2,29.99,16.18,342.92,0.59,22.57,551,4.23265617801961,2.61006979274201,3.51154543883102,2.99071973173045,5.83749718381056,0,1,0,Nordeste
2924009,Paulo Afonso,2010,BA,72.34,16.8,35.6,18.8,58.77,20.8,21.71,544.73,0.58,20.51,674,4.28137722652395,2.82137888640921,3.57234563785798,2.9338568698359,6.30029025906172,0,0,1,Nordeste
2926004,Remanso,1990,BA,59.53,12.5,32.9,20.4,5.81,70.92,NA,122.9,0.58,19.49,399,4.0864803871653,2.52572864430826,3.49347265777133,3.01553490085017,4.81137101657199,1,0,0,Nordeste
2926004,Remanso,2000,BA,61.71,13.2,34.5,21.3,21.53,51.29,29.87,190.69,0.6,26.24,432,4.12244599233298,2.58021682959233,3.54095932403731,3.05870707271538,5.25064907284654,0,1,0,Nordeste
2926004,Remanso,2010,BA,70.41,13.9,34.4,20.5,17.61,26.2,20.3,275.22,0.54,18.5,579,4.25433529853104,2.63188884013665,3.53805656437935,3.02042488614436,5.61757077783714,0,0,1,Nordeste
2927408,Salvador,1990,BA,65.73,10,30.4,20.4,1.87,46.38,2.41,570.63,0.65,31.62,793,4.18555544227548,2.30258509299405,3.41444260841218,3.01553490085017,6.34674101363286,1,0,0,Nordeste
2927408,Salvador,2000,BA,69.64,9.7,31,21.3,11.55,36.35,0.16,685.87,0.64,30.11,654,4.24333911489999,2.27212588550934,3.43398720448515,3.05870707271538,6.53068810539448,0,1,0,Nordeste
2927408,Salvador,2010,BA,75.1,13.6,32.9,19.3,70.07,14.92,0.41,973,0.63,26.51,759,4.31882055877009,2.61006979274201,3.49347265777133,2.96010509591084,6.880384082186,0,0,1,Nordeste
2928406,Santa Rita de Cássia,1990,BA,61.09,24.8,36.2,11.4,0,63.3,8.61,96.94,0.51,13.52,411,4.11234818666168,3.21084365317094,3.58905911883173,2.43361335540045,4.57409223041723,1,0,0,Nordeste
2928406,Santa Rita de Cássia,2000,BA,66.81,21.2,35.9,14.7,0,36.18,NA,152.85,0.67,49.69,453,4.20185276993739,3.05400118167797,3.58073729549423,2.68784749378469,5.02945704833684,0,1,0,Nordeste
2928406,Santa Rita de Cássia,2010,BA,70.93,22.2,36.8,14.6,0,24.6,13.77,267.32,0.6,25.02,605,4.261693475214,3.10009228887823,3.60549784517489,2.68102152871429,5.58844644264287,0,0,1,Nordeste
2929404,São Miguel das Matas,1990,BA,62.93,17.4,32.8,15.4,0,54.96,NA,132.17,0.5,13.05,426,4.14202299753884,2.85647020622048,3.4904285153901,2.73436750941958,4.88408897276972,1,0,0,Nordeste
2929404,São Miguel das Matas,2000,BA,67.52,14.9,32,17.1,0,34.1,NA,202.61,0.49,12.29,435,4.2124238502877,2.70136121295141,3.46573590279973,2.83907846350861,5.31128294893806,0,1,0,Nordeste
2929404,São Miguel das Matas,2010,BA,71.98,15.8,32.3,16.5,18.82,21.7,79.07,274.08,0.51,14.95,593,4.27638830265088,2.76000994003292,3.47506723022861,2.80336038090653,5.61342003457581,0,0,1,Nordeste
2930105,Senhor do Bonfim,1990,BA,57.82,15.3,32.1,16.8,5.99,79.86,17.98,188.25,0.63,25.16,489,4.0573347365882,2.72785282839839,3.46885603013597,2.82137888640921,5.23777086668,1,0,0,Nordeste
2930105,Senhor do Bonfim,2000,BA,62.25,12.9,31.1,18.2,7.21,46.24,23.37,338.63,0.65,31.83,524,4.13115853534482,2.55722731136763,3.43720781918519,2.90142159408275,5.82490806589241,0,1,0,Nordeste
2930105,Senhor do Bonfim,2010,BA,71.36,15.5,32.6,17.1,15.8,23.4,24.01,422.89,0.57,19.52,666,4.26773748827175,2.7408400239252,3.48431228837266,2.83907846350861,6.0471120979468,0,0,1,Nordeste
2933307,Vitória da Conquista,1990,BA,58.32,15.6,29.1,13.5,9.32,77.17,12,285.21,0.6,22.76,574,4.0659450877004,2.74727091425549,3.37073817417745,2.60268968544438,5.65322575103905,1,0,0,Nordeste
2933307,Vitória da Conquista,2000,BA,64.79,14.1,28.1,14,17.72,39.85,27.39,410.96,0.62,24.95,538,4.17115127046187,2.64617479738412,3.3357695763397,2.63905732961526,6.01849588615901,0,1,0,Nordeste
2933307,Vitória da Conquista,2010,BA,72.3,13,29.4,16.4,80.16,21.24,29.46,555.66,0.55,16.64,678,4.28082412916472,2.56494935746154,3.38099467434464,2.79728133483015,6.32015659641023,0,0,1,Nordeste
3101102,Aimorés,1990,MG,63.92,17,33.5,16.5,11.34,36.09,15.13,237.81,0.56,17.32,558,4.15763230145802,2.83321334405622,3.51154543883102,2.80336038090653,5.47147203551717,1,0,0,Sudeste
3101102,Aimorés,2000,MG,72.29,18,34.7,16.7,0,22.95,15.53,354.63,0.56,17.5,593,4.28068580701221,2.89037175789616,3.54673968695281,2.81540871942271,5.87107499243039,0,1,0,Sudeste
3101102,Aimorés,2010,MG,73.58,21.3,36.9,15.6,19.67,17.6,19.67,567.46,0.53,14.96,684,4.29837324967663,3.05870707271538,3.60821155104648,2.74727091425549,6.34117026228991,0,0,1,Sudeste
3103405,Araçuaí,1990,MG,64.14,18.5,33.3,14.8,5.91,41.19,NA,169.47,0.56,18.05,496,4.16106819426501,2.91777073208428,3.5055573969864,2.69462718077007,5.13267592000528,1,0,0,Sudeste
3103405,Araçuaí,2000,MG,67.64,19.8,35.3,15.5,0,33.72,NA,261.03,0.62,25.96,516,4.21419952403038,2.98568193770049,3.56388296393925,2.7408400239252,5.56463534324604,0,1,0,Sudeste
